Crop,Disease,Pathogen,Symptoms,Severity,Recommended_Medicine,Application_Notes
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Repeat every 7-10 days
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Apply after first symptoms
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Apply after first symptoms
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Repeat every 7-10 days
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Apply after first symptoms
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Repeat every 7-10 days
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Apply after first symptoms
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Apply after first symptoms
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Apply after first symptoms
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Spray at early stage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Mild,Carbendazim,Follow recommended dosage
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Moderate,Carbendazim,Use preventive spray
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Apply during high humidity
Potato,Fusarium Dry Rot,Fusarium spp.,Dry rot in tubers,Severe,Carbendazim,Follow recommended dosage
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Apply during high humidity
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Repeat every 7-10 days
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Apply during high humidity
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Apply during high humidity
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Apply during high humidity
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Follow recommended dosage
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Use preventive spray
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Follow recommended dosage
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Use preventive spray
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Apply after first symptoms
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Apply during high humidity
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Use preventive spray
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Follow recommended dosage
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Apply during high humidity
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Repeat every 7-10 days
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Follow recommended dosage
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Apply after first symptoms
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Use preventive spray
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Apply during high humidity
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Follow recommended dosage
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Apply during high humidity
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Apply after first symptoms
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Spray at early stage
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Apply during high humidity
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Apply after first symptoms
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Repeat every 7-10 days
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Spray at early stage
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Spray at early stage
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Apply after first symptoms
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Spray at early stage
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Apply after first symptoms
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Spray at early stage
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Follow recommended dosage
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Apply during high humidity
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Follow recommended dosage
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Use preventive spray
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Repeat every 7-10 days
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Apply during high humidity
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Spray at early stage
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Repeat every 7-10 days
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Apply after first symptoms
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Apply during high humidity
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Repeat every 7-10 days
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Use preventive spray
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Repeat every 7-10 days
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Repeat every 7-10 days
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Spray at early stage
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Repeat every 7-10 days
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Apply after first symptoms
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Repeat every 7-10 days
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Apply after first symptoms
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Repeat every 7-10 days
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Spray at early stage
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Spray at early stage
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Apply after first symptoms
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Follow recommended dosage
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Apply after first symptoms
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Follow recommended dosage
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Apply after first symptoms
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Apply during high humidity
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Use preventive spray
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Apply during high humidity
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Apply during high humidity
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Apply after first symptoms
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Apply after first symptoms
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Apply after first symptoms
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Repeat every 7-10 days
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Apply after first symptoms
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Spray at early stage
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Repeat every 7-10 days
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Follow recommended dosage
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Use preventive spray
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Repeat every 7-10 days
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Use preventive spray
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Apply during high humidity
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Follow recommended dosage
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Follow recommended dosage
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Spray at early stage
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Use preventive spray
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Follow recommended dosage
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Spray at early stage
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Follow recommended dosage
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Spray at early stage
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Apply after first symptoms
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Use preventive spray
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Use preventive spray
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Use preventive spray
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Apply after first symptoms
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Apply during high humidity
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Spray at early stage
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Repeat every 7-10 days
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Repeat every 7-10 days
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Use preventive spray
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Apply after first symptoms
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Apply during high humidity
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Use preventive spray
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Apply after first symptoms
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Apply during high humidity
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Spray at early stage
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Use preventive spray
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Use preventive spray
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Apply during high humidity
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Repeat every 7-10 days
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Apply after first symptoms
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Follow recommended dosage
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Follow recommended dosage
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Repeat every 7-10 days
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Apply after first symptoms
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Apply after first symptoms
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Use preventive spray
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Spray at early stage
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Apply after first symptoms
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Use preventive spray
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Repeat every 7-10 days
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Use preventive spray
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Apply during high humidity
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Use preventive spray
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Apply after first symptoms
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Apply during high humidity
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Repeat every 7-10 days
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Apply after first symptoms
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Follow recommended dosage
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Apply during high humidity
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Apply after first symptoms
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Follow recommended dosage
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Apply during high humidity
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Apply during high humidity
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Spray at early stage
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Repeat every 7-10 days
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Apply during high humidity
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Spray at early stage
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Apply after first symptoms
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Apply during high humidity
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Apply during high humidity
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Use preventive spray
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Spray at early stage
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Spray at early stage
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Apply after first symptoms
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Apply during high humidity
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Follow recommended dosage
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Moderate,Azoxystrobin,Apply during high humidity
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Severe,Azoxystrobin,Spray at early stage
Corn,Northern Leaf Blight,Exserohilum turcicum,Long gray-green lesions,Mild,Azoxystrobin,Use preventive spray
